,id,subtitle,sq_mt_built,n_rooms,n_bathrooms,n_floors,raw_address,buy_price,buy_price_by_area,is_renewal_needed,is_new_development,built_year,is_exterior,has_garden,has_pool,has_terrace,has_balcony,has_parking
5519,16223,"Entrevías, Madrid",120.0,3,1.0,0.0,Calle Lele del Pozo,144999,1208,0,0,1983.0,1,0,0,1,0,0
5520,16222,"Numancia, Madrid",69.0,3,1.0,0.0,Calle Monleón,101700,1474,1,0,1960.0,1,0,0,0,1,0
5521,16221,"San Diego, Madrid",70.0,2,1.0,0.0,Calle Alfredo Castro Camba,119900,1713,0,0,0.0,1,0,0,1,0,0
5522,16220,"Portazgo, Madrid",78.0,3,1.0,0.0,Calle Adrada de Haza,139000,1782,0,0,1968.0,1,0,0,1,0,0
5523,16219,"Portazgo, Madrid",76.0,3,1.0,0.0,Calle Jadraque,185000,2434,0,0,1974.0,1,0,0,0,0,0
5524,16218,"Numancia, Madrid",59.0,2,1.0,0.0,Calle SANZ RASO,119300,2022,0,0,0.0,1,0,0,0,0,0
5525,16217,"San Diego, Madrid",68.0,2,1.0,0.0,Calle Salvador Martínez Lozano,117800,1732,0,0,0.0,1,0,0,1,0,0
5526,16216,"San Diego, Madrid",75.0,3,1.0,0.0,Avenida de San Diego,133800,1784,0,0,1970.0,1,0,0,1,0,0
5527,16215,"Palomeras Bajas, Madrid",85.0,3,1.0,0.0,Calle PEÑA REDONDA,145000,1706,0,0,1958.0,1,0,0,0,0,0
5528,16214,"Palomeras sureste, Madrid",76.0,2,1.0,0.0,Avenida Pablo Neruda,140900,1854,0,0,0.0,1,0,0,0,0,0
5529,16213,"Entrevías, Madrid",50.0,1,1.0,0.0,"Ronda del Sur, 103",120000,2400,0,0,0.0,1,0,0,0,0,0
5530,16212,"San Diego, Madrid",56.0,2,1.0,0.0,Calle Vizconde de arlesson,92900,1659,0,0,0.0,1,0,0,0,0,0
5531,16211,"San Diego, Madrid",69.0,3,1.0,0.0,Calle San Moisés,135000,1957,0,0,0.0,1,0,0,1,0,0
5532,16210,"Entrevías, Madrid",150.0,5,2.0,2.0,Calle Cooperativa Eléctrica,166000,1107,1,0,0.0,0,0,0,1,1,0
5533,16209,"Portazgo, Madrid",88.0,3,2.0,0.0,Calle Humanes,179000,2034,0,0,1986.0,1,0,0,1,0,0
5534,16208,"Numancia, Madrid",68.0,3,1.0,0.0,Calle Angela González,104000,1529,1,0,1975.0,0,0,0,0,0,0
5535,16207,"Numancia, Madrid",66.0,3,1.0,0.0,Calle de Santa Marta,119900,1817,0,0,0.0,1,0,0,0,0,0
5536,16206,"Numancia, Madrid",35.0,0,1.0,0.0,Calle Pilar Nogueiro,130000,3714,0,0,2006.0,1,0,0,0,0,0
5537,16205,"Numancia, Madrid",69.0,3,1.0,0.0,Avenida de la Albufera,140000,2029,1,0,1955.0,1,0,0,1,0,0
5538,16204,"Numancia, Madrid",91.0,3,1.0,0.0,"Calle Emilio Ortuño, 6",189500,2082,0,0,1959.0,1,0,0,1,0,0
5539,16203,"Palomeras sureste, Madrid",111.0,2,2.0,0.0,Calle Charleroi,310000,2793,0,0,2005.0,1,0,1,0,0,1
5540,16202,"Palomeras sureste, Madrid",62.0,2,1.0,0.0,Calle de Villalobos,133000,2145,0,0,1965.0,1,0,0,1,0,0
5541,16201,"San Diego, Madrid",54.0,2,1.0,0.0,Plaza de la Sierra Carbonera,126500,2343,0,0,0.0,0,0,0,1,0,0
5542,16200,"Palomeras Bajas, Madrid",61.0,2,1.0,0.0,Avenida de Palomeras,138500,2270,0,0,1960.0,1,0,0,1,0,0
5543,16199,"Numancia, Madrid",81.0,2,1.0,0.0,Avenida de la Albufera,154000,1901,0,0,1965.0,0,0,0,0,0,0
5544,16198,"Palomeras sureste, Madrid",125.0,4,2.0,0.0,Calle Rafael Fernández Hijicos,165000,1320,0,0,1984.0,1,0,0,1,0,0
5545,16197,"Entrevías, Madrid",105.0,2,1.0,0.0,Calle de Concejo de Teverga,160000,1524,0,0,1995.0,1,0,0,0,0,1
5546,16196,"San Diego, Madrid",69.0,3,1.0,0.0,Avenida de san diego,130000,1884,0,0,0.0,1,0,0,1,0,0
5547,16195,"Portazgo, Madrid",64.0,3,1.0,0.0,Calle de San Facundo,116000,1812,0,0,0.0,1,0,0,1,0,0
5548,16194,"Palomeras sureste, Madrid",81.0,2,1.0,0.0,Avenida Pablo Neruda,140900,1740,0,0,1985.0,1,0,0,0,0,0
5549,16193,"Palomeras sureste, Madrid",53.0,2,1.0,0.0,Calle Benadalid,107500,2028,0,0,1958.0,0,0,0,0,0,0
5551,16191,"Palomeras sureste, Madrid",75.0,3,1.0,0.0,Calle Villalobos,119900,1599,0,0,0.0,1,0,0,1,0,0
5552,16190,"Palomeras Bajas, Madrid",146.0,4,2.0,0.0,"Calle la Diligencia, 4",395000,2705,0,0,1998.0,1,0,1,1,0,1
5555,16187,"Palomeras Bajas, Madrid",62.0,1,1.0,0.0,Calle Sierra Bermeja s/n,135000,2177,0,0,2009.0,0,0,0,0,0,0
5557,16185,"Palomeras sureste, Madrid",113.0,3,2.0,0.0,Calle Maquinilla s/n,249000,2204,0,1,0.0,1,0,1,0,0,1
5558,16184,"Palomeras sureste, Madrid",56.0,1,1.0,0.0,Calle Maquinilla s/n,142000,2536,0,1,0.0,1,0,1,0,0,1
5561,16181,"Palomeras Bajas, Madrid",78.0,2,1.0,0.0,"Calle Juan Portas, 29, 31, 33",198000,2538,0,1,0.0,1,0,0,0,0,0
5562,16180,"Palomeras Bajas, Madrid",78.0,2,1.0,0.0,"Calle Juan Portas, 29, 31, 33",231000,2962,0,1,0.0,1,0,0,1,0,0
5563,16179,"Palomeras Bajas, Madrid",58.0,1,1.0,0.0,"Calle Juan Portas, 29, 31, 33",139000,2397,0,1,0.0,1,0,0,0,0,0
5564,16178,"San Diego, Madrid",63.0,2,1.0,0.0,Calle de María Bosch,185000,2937,0,0,2006.0,1,0,0,0,0,0
5565,16177,"Numancia, Madrid",63.0,3,1.0,0.0,"Calle Monleón, 8",101700,1614,1,0,1960.0,1,0,0,0,0,0
5566,16176,"Entrevías, Madrid",83.0,3,1.0,0.0,Calle Villacarrillo,94000,1133,1,0,0.0,0,0,0,0,0,0
5568,16174,"Numancia, Madrid",100.0,3,1.0,0.0,Calle José Paulete,190000,1900,0,0,1965.0,0,0,0,0,0,0
5569,16173,"Palomeras sureste, Madrid",60.0,1,1.0,0.0,Calle Maquinilla,220000,3667,0,0,0.0,1,0,1,0,0,1
5570,16172,"Palomeras sureste, Madrid",75.0,1,1.0,0.0,"Calle Cocherón de la Villa, Madrid",220000,2933,0,0,2008.0,1,0,1,1,0,0
5571,16171,"Numancia, Madrid",100.0,3,2.0,0.0,"Calle Puerto de Navacerrada, 23",230000,2300,0,0,0.0,1,0,0,1,0,1
5572,16170,"Numancia, Madrid",65.0,2,1.0,0.0,"Calle Sanz Raso, 38",129000,1985,0,0,1900.0,0,0,0,0,0,0
5573,16169,"San Diego, Madrid",59.0,3,1.0,0.0,Calle del Puerto de Arlabán,99000,1678,0,0,1977.0,1,0,0,1,0,0
5574,16168,"Palomeras Bajas, Madrid",132.0,3,2.0,0.0,Avenida Pablo Neruda,229900,1742,0,0,1994.0,1,0,0,1,0,1
5575,16167,"Palomeras Bajas, Madrid",190.0,0,2.0,0.0,PORTAZGO,85000,447,1,0,0.0,1,0,0,0,0,0
5577,16165,"Entrevías, Madrid",132.0,2,2.0,0.0,Calle Cerro de la Alcazaba,105000,795,1,0,1970.0,1,0,0,0,0,0
5578,16164,"Palomeras Bajas, Madrid",80.0,3,1.0,0.0,Calle Pico de Alba,185000,2312,0,0,1956.0,1,0,0,0,0,0
5579,16163,"Numancia, Madrid",90.0,3,2.0,0.0,Alto del León,229000,2544,0,0,1985.0,1,0,0,1,0,1
5582,16160,"Entrevías, Madrid",85.0,3,2.0,0.0,Ronda del Sur,185000,2176,0,0,0.0,0,0,0,1,0,0
5583,16159,"Portazgo, Madrid",77.0,3,1.0,0.0,"Travesía Santiago Alió, 2",122400,1590,0,0,1973.0,1,0,0,0,0,0
5584,16158,"Numancia, Madrid",75.0,3,1.0,0.0,Calle Tejar de la Pastora,150000,2000,0,0,0.0,1,0,0,0,1,0
5585,16157,"Portazgo, Madrid",68.0,2,1.0,0.0,Calle de Ramírez Tomé,130000,1912,0,0,1965.0,1,0,0,1,0,0
5586,16156,"Portazgo, Madrid",52.0,2,1.0,0.0,Calle Guadaíra,121000,2327,1,0,0.0,1,0,0,1,0,0
5587,16155,"Portazgo, Madrid",58.0,3,1.0,0.0,Calle Diego Manchado,103000,1776,0,0,0.0,1,0,0,0,1,0
5588,16154,"Palomeras sureste, Madrid",89.0,3,2.0,0.0,Avenida Pablo Neruda,230000,2584,0,0,1985.0,0,0,0,1,0,1
5590,16152,"Portazgo, Madrid",52.0,2,1.0,0.0,Calle Guillermo Pingarrón s/n,109000,2096,0,0,1960.0,0,0,0,0,0,0
5591,16151,"Numancia, Madrid",90.0,3,2.0,0.0,"Calle Sierra de Cuerda Larga, 37",215000,2389,1,0,1985.0,1,0,0,0,1,1
5592,16150,"San Diego, Madrid",61.0,3,1.0,0.0,"Colonia Erillas, Madrid",119000,1951,1,0,1955.0,1,0,0,0,0,1
5593,16149,"Portazgo, Madrid",48.0,2,1.0,0.0,"guadiato, 3",99900,2081,1,0,1974.0,1,0,0,0,0,0
5594,16148,"Numancia, Madrid",130.0,2,3.0,0.0,Calle MONTSENY,450000,3462,0,0,2009.0,1,0,0,1,0,1
5595,16147,"Portazgo, Madrid",103.0,3,2.0,0.0,Avenida Pablo Neruda,175000,1699,0,0,1990.0,1,0,0,1,0,0
5596,16146,"Numancia, Madrid",82.0,2,1.0,0.0,"Sierra de meira, 58",160000,1951,0,0,0.0,1,0,0,0,0,0
5597,16145,"Palomeras Bajas, Madrid",83.0,2,1.0,0.0,Higinio Rodríguez,189000,2277,0,0,1992.0,1,0,0,1,0,1
5598,16144,"Palomeras sureste, Madrid",110.0,4,2.0,0.0,Calle de Fuente de Piedra s/n,159000,1445,0,0,1985.0,1,0,0,1,0,1
5599,16143,"San Diego, Madrid",46.0,1,1.0,0.0,Plaza Puerto Rubio,98000,2130,1,0,1955.0,1,0,0,0,0,0
5600,16142,"Numancia, Madrid",75.0,3,1.0,0.0,Calle Tejar de la Pastora,150000,2000,0,0,1950.0,1,0,0,0,1,0
5601,16141,"Palomeras sureste, Madrid",60.0,3,1.0,0.0,Calle de Casabermeja,128000,2133,0,0,1970.0,1,0,0,0,0,0
5602,16140,"Numancia, Madrid",58.0,2,1.0,0.0,Calle López Grass,110000,1897,0,0,1965.0,0,0,0,0,0,0
5603,16139,"Portazgo, Madrid",63.0,3,1.0,0.0,Calle Pedro Laborde,129000,2048,0,0,1970.0,1,0,0,1,1,0
5604,16138,"Palomeras sureste, Madrid",63.0,2,1.0,0.0,Calle de San Claudio,160000,2540,0,0,1965.0,1,0,0,1,0,0
5605,16137,"Entrevías, Madrid",77.0,2,3.0,0.0,CERRO DE LA ALCAZABA,127500,1656,1,0,0.0,1,0,0,0,0,0
5606,16136,"San Diego, Madrid",57.0,2,1.0,0.0,Calle del Puerto de la Morcuera,86000,1509,0,0,1960.0,1,0,0,0,0,0
5607,16135,"Palomeras sureste, Madrid",53.0,1,1.0,0.0,"Calle de la Maquinilla, 15",158000,2981,0,0,0.0,1,0,1,0,0,1
5608,16134,"San Diego, Madrid",63.0,2,1.0,0.0,"Calle Puerto de la Bonaigua, 42",120000,1905,0,0,0.0,1,0,0,1,0,0
5609,16133,"Palomeras Bajas, Madrid",70.0,1,1.0,0.0,Calle Sierra Bermeja s/n,145000,2071,0,0,2009.0,0,0,0,0,0,0
5610,16132,"Palomeras Bajas, Madrid",103.0,2,2.0,0.0,Calle Sierra Bermeja s/n,235000,2282,0,0,2009.0,0,0,0,0,0,0
5611,16131,"Palomeras Bajas, Madrid",68.0,1,1.0,0.0,Calle Sierra Bermeja s/n,150000,2206,0,0,2009.0,0,0,0,0,0,0
5612,16130,"Palomeras Bajas, Madrid",58.0,1,1.0,0.0,Calle Sierra Bermeja s/n,125000,2155,0,0,2009.0,0,0,0,0,0,0
5613,16129,"Palomeras Bajas, Madrid",56.0,1,1.0,0.0,Calle Sierra Bermeja s/n,125000,2232,0,0,2009.0,0,0,0,0,0,0
5614,16128,"Palomeras Bajas, Madrid",68.0,1,1.0,0.0,Calle Sierra Bermeja s/n,145000,2132,0,0,2009.0,0,0,0,0,0,0
5615,16127,"Entrevías, Madrid",83.0,3,1.0,0.0,Calle Villacarrillo,94000,1133,1,0,0.0,0,0,0,0,0,0
5616,16126,"Palomeras sureste, Madrid",90.0,2,2.0,0.0,Charleroi,269000,2989,0,0,2006.0,1,0,1,0,0,1
5617,16125,"San Diego, Madrid",35.0,1,1.0,0.0,"Calle de Callejo, 7",80000,2286,1,0,0.0,0,0,0,0,0,0
5618,16124,"Palomeras sureste, Madrid",54.0,2,1.0,0.0,"Calle Rincón de la Victoria, 12",120000,2222,0,0,1966.0,1,0,0,0,0,0
5619,16123,"Portazgo, Madrid",105.0,3,2.0,0.0,"Calle TANGER, 1",182100,1734,0,0,1990.0,1,0,0,1,0,0
5620,16122,"Numancia, Madrid",62.0,3,1.0,0.0,Avenida de la Albufera,164000,2645,1,0,0.0,1,0,0,0,0,0
5621,16121,"Palomeras Bajas, Madrid",40.0,2,1.0,0.0,Calle de Rodríguez Espinosa,67000,1675,0,0,1950.0,0,0,0,0,0,0
5622,16120,"Numancia, Madrid",39.0,2,1.0,0.0,Calle de la Sierra de Meira,79000,2026,0,0,0.0,0,0,0,0,0,0
5623,16119,"Palomeras sureste, Madrid",65.0,2,1.0,0.0,Avenida de la Albufera s/n,125000,1923,0,0,1990.0,1,0,0,0,0,0
5625,16117,"Portazgo, Madrid",85.0,3,2.0,0.0,Calle Diego Manchado,156000,1835,0,0,1976.0,1,0,0,1,0,0
5626,16116,"Numancia, Madrid",90.0,3,2.0,0.0,Calle Mendívil,185000,2056,0,0,2001.0,1,0,0,1,0,0
5627,16115,"Palomeras sureste, Madrid",99.0,3,2.0,0.0,Calle Rafael Fernández Hijicos,154000,1556,0,0,1984.0,1,0,0,1,0,0
5628,16114,"San Diego, Madrid",83.0,2,1.0,0.0,Calle del Pico Cebollero,160000,1928,0,0,2003.0,1,0,0,0,0,0
5629,16113,"Numancia, Madrid",77.0,2,1.0,0.0,Avenida de la Albufera,149000,1935,1,0,1915.0,1,0,0,0,1,0
5631,16111,"Numancia, Madrid",41.0,1,1.0,0.0,Calle Enrique Velasco,80000,1951,0,0,1920.0,1,0,0,0,0,0
5632,16110,"Numancia, Madrid",81.0,3,1.0,0.0,Calle de Sierra Toledana,209000,2580,0,0,0.0,1,0,0,0,0,1
5633,16109,"Entrevías, Madrid",70.0,3,1.0,0.0,Calle de Andévalo,81000,1157,0,0,0.0,1,0,0,0,0,0
5640,16102,"San Diego, Madrid",80.0,2,1.0,0.0,Avenida de San Diego,102000,1275,0,0,1960.0,1,0,0,0,0,0
5641,16101,"San Diego, Madrid",50.0,2,1.0,0.0,Plaza Martínez de la Riva,110000,2200,0,0,1955.0,1,0,0,0,0,0
5642,16100,"San Diego, Madrid",75.0,4,1.0,0.0,"Avenida de San Diego, 12",110000,1467,0,0,1955.0,1,0,0,0,0,0
5643,16099,"Numancia, Madrid",72.0,3,1.0,0.0,"Calle Alfonso XIII, 8",134000,1861,0,0,1965.0,1,0,0,0,0,0
5644,16098,"Palomeras Bajas, Madrid",86.0,3,1.0,0.0,Calle Valentín San Narciso,125000,1453,0,0,0.0,1,0,0,0,0,0
5645,16097,"Palomeras sureste, Madrid",94.0,3,2.0,0.0,Calle de la Maquinilla,348000,3702,0,0,2005.0,1,0,1,1,0,1
5646,16096,"Entrevías, Madrid",57.0,2,1.0,0.0,Calle Avelino Fernández de la Poza,125600,2204,0,0,1970.0,1,0,0,0,0,0
5647,16095,"Portazgo, Madrid",75.0,3,1.0,0.0,Calle Marchamalo,155000,2067,1,0,1974.0,1,0,0,1,0,0
5648,16094,"Palomeras sureste, Madrid",60.0,2,1.0,0.0,Calle de Villalobos,107500,1792,0,0,0.0,0,0,0,1,0,0
5649,16093,"Entrevías, Madrid",70.0,3,1.0,0.0,Calle Campiña,80000,1143,0,0,0.0,1,0,0,0,0,0
5650,16092,"Numancia, Madrid",13.0,0,1.0,0.0,Calle Emilio Ortuño,58000,4462,0,0,0.0,0,0,0,0,0,0
5651,16091,"Numancia, Madrid",68.0,3,1.0,0.0,Calle Angela González,119000,1750,0,0,0.0,1,0,0,0,0,0
5652,16090,"San Diego, Madrid",280.0,5,4.0,5.0,Calle Pico Javalon,389900,1392,0,0,2002.0,0,0,0,1,0,0
5654,16088,"Numancia, Madrid",47.0,1,1.0,0.0,Calle del Doctor Salgado,144000,3064,0,0,0.0,1,0,0,0,0,1
5656,16086,"Portazgo, Madrid",77.0,3,1.0,0.0,Calle MALGRAT DE MAR,120000,1558,0,0,1971.0,1,0,0,1,0,0
5658,16084,"Palomeras Bajas, Madrid",80.0,3,1.0,0.0,Calle de Tristana,215000,2688,0,0,1996.0,1,0,0,0,0,1
5659,16083,"San Diego, Madrid",117.0,3,1.0,0.0,Calle del Doctor Bellido,150000,1282,0,0,1970.0,0,0,0,1,0,0
5660,16082,"Numancia, Madrid",85.0,4,1.0,0.0,Calle de González Soto,160000,1882,0,0,1974.0,1,0,0,1,0,0
5661,16081,"Palomeras Bajas, Madrid",62.0,2,1.0,0.0,Calle Sierra del Valle,112000,1806,0,0,0.0,0,0,0,0,0,0
5662,16080,"Numancia, Madrid",82.0,4,2.0,0.0,Calle de Pico de la Pena Golosa,159000,1939,0,0,0.0,1,0,0,0,0,1
5663,16079,"Palomeras Bajas, Madrid",45.0,1,1.0,0.0,Calle Puerto de Cardoso,112000,2489,0,0,0.0,1,0,0,0,0,0
5664,16078,"Palomeras sureste, Madrid",65.0,2,1.0,0.0,Calle del Campo de la Paloma,101680,1564,0,0,0.0,0,0,0,1,0,0
5665,16077,"Numancia, Madrid",62.0,1,1.0,0.0,Calle Pico Moncayo,138000,2226,0,0,0.0,1,0,0,0,0,0
5666,16076,"San Diego, Madrid",72.0,2,1.0,0.0,Calle Eduardo Requenas,109990,1528,0,0,1955.0,1,0,0,0,0,0
5667,16075,"San Diego, Madrid",48.0,1,1.0,0.0,Calle Sierra de Alcubierre,80000,1667,0,0,0.0,1,0,0,0,0,0
5668,16074,"San Diego, Madrid",53.0,1,1.0,0.0,Calle José Serrano,99000,1868,0,0,1960.0,1,0,0,0,0,0
5669,16073,"Palomeras sureste, Madrid",63.0,2,1.0,0.0,Calle de San Claudio,120000,1905,0,0,1965.0,1,0,0,1,0,0
5670,16072,"Portazgo, Madrid",86.0,3,2.0,0.0,Avenida Pablo Neruda,199000,2314,0,0,1987.0,1,0,0,1,0,0
5671,16071,"San Diego, Madrid",81.0,3,1.0,0.0,Calle de Pablo Rica,139000,1716,0,0,1965.0,1,0,0,0,0,0
5672,16070,"Entrevías, Madrid",69.0,3,2.0,0.0,Ronda del Sur,136500,1978,0,0,1973.0,1,0,0,0,0,0
5673,16069,"Palomeras sureste, Madrid",78.0,2,2.0,0.0,Calle de la Maquinilla,219900,2819,0,0,2005.0,1,0,1,0,0,0
5678,16064,"Numancia, Madrid",98.0,3,2.0,0.0,Calle Sierra de Cuerda Larga,215000,2194,0,0,0.0,0,0,0,0,0,1
5679,16063,"Palomeras Bajas, Madrid",62.0,2,1.0,0.0,Calle Juan Portas,100000,1613,0,0,1949.0,0,0,0,0,0,0
5680,16062,"Numancia, Madrid",75.0,2,1.0,0.0,Calle Julián del Cerro,135000,1800,0,0,1999.0,1,0,0,0,0,0
5681,16061,"Numancia, Madrid",30.0,0,1.0,0.0,"Calle San Florencio, 5",83000,2767,0,0,0.0,1,0,0,0,0,0
5682,16060,"San Diego, Madrid",98.0,3,1.0,0.0,Calle de Peña de la Atalaya,138000,1408,0,0,0.0,1,0,0,1,0,0
5684,16058,"Numancia, Madrid",137.0,3,2.0,0.0,Calle José Paulete,259000,1891,0,0,1955.0,1,0,0,0,0,0
5685,16057,"San Diego, Madrid",50.0,1,1.0,0.0,Calle Convenio,175000,3500,0,0,0.0,1,0,0,1,0,0
5686,16056,"Palomeras sureste, Madrid",90.0,2,2.0,0.0,Calle de la Maquinilla,236000,2622,0,0,2005.0,1,0,1,0,0,1
5687,16055,"San Diego, Madrid",45.0,2,1.0,0.0,Calle de Josué Lillo,85000,1889,0,0,1955.0,1,0,0,0,0,0
5688,16054,"Numancia, Madrid",109.0,2,2.0,0.0,Calle del Barco Sinaia,199000,1826,0,0,1996.0,1,0,0,1,0,0
5689,16053,"Numancia, Madrid",86.0,3,1.0,0.0,Calle Sanz Raso,165000,1919,0,0,1946.0,1,0,0,1,1,0
5690,16052,"San Diego, Madrid",45.0,2,1.0,0.0,Plaza MARTINEZ DE LA RIVA,120000,2667,0,0,1955.0,1,0,0,0,0,0
5691,16051,"Palomeras sureste, Madrid",100.0,3,2.0,0.0,Calle de Fuente de Piedra,180000,1800,0,0,1985.0,1,0,0,1,1,0
5692,16050,"San Diego, Madrid",82.0,3,1.0,0.0,Travesía de Palomeras,139000,1695,1,0,1976.0,1,0,0,1,0,0
5693,16049,"San Diego, Madrid",80.0,3,2.0,0.0,Calle María Encinas,165000,2062,0,0,2007.0,1,0,0,1,0,0
5694,16048,"San Diego, Madrid",65.0,2,2.0,0.0,Calle Palomeras,159000,2446,0,0,0.0,1,0,0,0,0,0
5695,16047,"Palomeras Bajas, Madrid",45.0,1,1.0,0.0,Calle de Carlos Martín Álvarez,89000,1978,1,0,1960.0,1,0,0,0,0,0
5696,16046,"Palomeras Bajas, Madrid",79.0,2,1.0,0.0,Calle Higinio Rodríguez,119000,1506,0,0,0.0,1,0,0,1,0,0
5699,16043,"Palomeras Bajas, Madrid",146.0,4,2.0,0.0,Calle la Diligencia,395000,2705,0,0,1998.0,1,0,1,1,0,1
5700,16042,"Palomeras sureste, Madrid",57.0,2,1.0,0.0,Calle Riojanos,170000,2982,0,0,0.0,1,0,0,0,0,0
5701,16041,"Palomeras Bajas, Madrid",92.0,3,2.0,0.0,Avenida Pablo Neruda,280000,3043,0,0,2000.0,1,0,1,0,0,1
5702,16040,"San Diego, Madrid",125.0,3,2.0,0.0,"Calle del Puerto de Arlabán, 90",190000,1520,0,0,1990.0,1,0,0,1,0,0
5704,16038,"San Diego, Madrid",93.0,3,1.0,0.0,"Calle Encarnación González, 22",187000,2011,0,0,1975.0,1,0,0,1,0,0
5705,16037,"Numancia, Madrid",64.0,2,1.0,0.0,"Avenida de la Albufera, 147",168000,2625,0,0,1951.0,1,0,0,0,0,0
5706,16036,"Portazgo, Madrid",60.0,2,1.0,0.0,Calle Pont de Molins,145000,2417,0,0,1964.0,1,0,0,1,1,0
5707,16035,"San Diego, Madrid",48.0,1,1.0,0.0,Calle Pico Javalon,129000,2688,0,0,0.0,1,0,0,0,0,1
5709,16033,"Aravaca, Madrid",584.0,7,4.0,2.0,Calle Camarines,1990000,3408,0,0,1998.0,0,1,1,1,0,1
5710,16032,"Aravaca, Madrid",103.0,2,2.0,0.0,Avenida del Talgo,420000,4078,0,0,0.0,1,0,1,1,0,1
5711,16031,"Argüelles, Madrid",193.0,5,3.0,0.0,Calle de Quintana,900000,4663,1,0,0.0,1,0,0,1,0,0
5712,16030,"Argüelles, Madrid",208.0,4,2.0,0.0,Calle del Marqués de Urquijo,930000,4471,1,0,1960.0,1,0,0,1,0,0
5713,16029,"Moncloa, Madrid",214.0,5,5.0,0.0,Urb. barrial,1400000,6542,0,0,0.0,1,0,0,1,0,1
5714,16028,"Ciudad Universitaria, Madrid",420.0,4,6.0,0.0,"Calle Madrigal, 16",2750000,6548,0,1,0.0,1,0,1,1,0,1
5715,16027,"Valdezarza, Madrid",73.0,3,1.0,0.0,Calle Azuaga,193000,2644,0,0,1950.0,1,0,0,1,0,0
5717,16025,"Argüelles, Madrid",95.0,3,1.0,0.0,Calle Quintana,580000,6105,1,0,0.0,1,0,0,1,0,0
5718,16024,"Aravaca, Madrid",117.0,3,2.0,0.0,"Calle de las Rosas de Aravaca, 37",520000,4444,0,0,0.0,1,0,1,1,0,1
5720,16022,"Aravaca, Madrid",400.0,5,5.0,4.0,Calle Almanzora,1250000,3125,0,0,1978.0,0,1,1,1,0,1
5721,16021,"Aravaca, Madrid",120.0,3,2.0,0.0,Avenida DEL TALGO,495000,4125,1,0,2001.0,1,0,1,1,0,0
5722,16020,"Ciudad Universitaria, Madrid",98.0,1,1.0,0.0,"Plaza Ciudad de Viena, 6",398000,4061,0,0,0.0,1,0,1,0,0,0
5723,16019,"Argüelles, Madrid",46.0,1,1.0,0.0,"Calle Irun, 15",395000,8587,0,1,0.0,1,0,1,0,0,0
5724,16018,"Argüelles, Madrid",44.0,1,1.0,0.0,"Calle Irun, 15",420000,9545,0,1,0.0,1,0,1,1,0,0
5725,16017,"Argüelles, Madrid",53.0,1,1.0,0.0,"Calle Irun, 15",475000,8962,0,1,0.0,1,0,1,1,0,0
5726,16016,"Argüelles, Madrid",53.0,1,1.0,0.0,"Calle Irun, 15",485000,9151,0,1,0.0,1,0,1,1,0,0
5727,16015,"Aravaca, Madrid",800.0,6,8.0,4.0,"Calle Virgen de los Rosales, 18",1680000,2100,0,0,1986.0,0,1,1,1,0,1
5732,16010,"Valdezarza, Madrid",55.0,2,1.0,0.0,Calle de Sánchez Preciado,179000,3255,0,0,1950.0,1,0,0,0,1,0
5733,16009,"Aravaca, Madrid",855.0,5,8.0,4.0,"horche, 4",2404800,2813,0,0,0.0,0,1,1,1,1,1
5734,16008,"Ciudad Universitaria, Madrid",114.0,3,2.0,0.0,Calle de Juan Montalvo,440000,3860,1,0,1965.0,1,0,0,1,0,0
5735,16007,"Valdezarza, Madrid",73.0,3,1.0,0.0,Calle Valderroman,259000,3548,0,0,1968.0,1,0,0,0,0,1
5737,16005,"Valdezarza, Madrid",70.0,1,2.0,0.0,Avenida de Juan Andrés,139999,2000,1,0,1970.0,1,0,0,0,0,0
5738,16004,"Argüelles, Madrid",100.0,2,2.0,0.0,"Calle del Marqués de Urquijo, 24",650000,6500,0,0,0.0,0,0,0,0,0,0
5742,16000,"Ciudad Universitaria, Madrid",211.0,3,3.0,0.0,Juan Herrera,885000,4194,0,0,0.0,1,0,1,1,0,1
5743,15999,"El Plantío, Madrid",0.0,5,5.0,2.0,Calle Amorebieta,2752800,2211,0,0,0.0,0,1,1,1,0,0
5745,15997,"Aravaca, Madrid",314.0,4,4.0,0.0,Calle Unicornio,675000,2150,0,0,1998.0,0,1,0,1,0,1
5747,15995,"Moncloa, Madrid",500.0,5,5.0,4.0,Urb. DIPLOMATICOS,1350000,2700,0,0,0.0,0,1,0,0,0,1
5748,15994,"Fontarrón, Madrid",55.0,3,1.0,0.0,Calle de la Encomienda de Palacios,130000,2364,1,0,1970.0,1,0,0,0,0,0
5749,15993,"Fontarrón, Madrid",68.0,2,1.0,0.0,Calle de la Encomienda de Palacios,159000,2338,0,0,1970.0,1,0,0,0,0,0
5750,15992,"Fontarrón, Madrid",80.0,3,1.0,0.0,Calle del Corregidor Juan Francisco de Luján,196900,2461,0,0,0.0,1,0,0,0,0,0
5751,15991,"Fontarrón, Madrid",66.0,3,1.0,0.0,Calle de Arroyo de Fontarrón,135000,2045,1,0,0.0,1,0,0,1,0,0
5753,15989,"Vinateros, Madrid",67.0,2,1.0,0.0,Calle de la Cañada,249600,3725,1,0,0.0,0,0,0,0,0,0
5754,15988,"Vinateros, Madrid",96.0,3,2.0,0.0,Calle Pico de los Artilleros,268000,2792,0,0,0.0,1,0,0,0,0,0
